CustomerID,Customer_Type,Country,CustomerTier,ProductTier,Customer_govt_id,Customer_Phone,ZipCode,SSN_Individual,LoanAmount,InterestEarned,QSDate,TransactionDate,ClosingDate
CRN-1000,Individual,Canada,Platinum,ProdTier4,ABC3379,312-435-3379,80023,IL8934,510.4,50.9,1/1/2022,1/30/2022,1/31/2022
CRN-1000,Individual,USA,Gold,ProdTier9,ABC3380,312-435-3380,60027,IL8935,1019.1,101.8,1/1/2022,1/22/2022,1/27/2022
CRN-1000,Individual,Canada,Silver,ProdTier5,ABC3381,312-435-3381,80009,IL8936,512.2,50.7,1/1/2022,2/17/2022,2/19/2022
CRN-1000,Individual,USA,Platinum,ProdTier7,ABC3382,312-435-3382,60016,IL8937,1009.6,100.1,1/1/2022,4/11/2022,4/13/2022
CRN-1000,Individual,Canada,Gold,ProdTier10,ABC3383,312-435-3383,80002,IL8938,515.5,51.1,1/1/2022,2/16/2022,2/18/2022
CRN-1000,Individual,USA,Silver,ProdTier15,ABC3384,312-435-3384,60036,IL8939,1012.8,100.9,1/1/2022,1/20/2022,1/23/2022
CRN-1000,Individual,Canada,Platinum,ProdTier29,ABC3385,312-435-3385,80008,IL8940,505.8,50.9,1/1/2022,3/18/2022,3/21/2022
CRN-1000,Individual,USA,Gold,ProdTier29,ABC3386,312-435-3386,60007,IL8941,1012.9,101.7,1/1/2022,3/22/2022,3/24/2022
CRN-1000,Individual,Canada,Silver,ProdTier6,ABC3387,312-435-3387,80044,IL8942,520.5,51.8,1/1/2022,3/15/2022,3/20/2022
CRN-1000,Individual,USA,Platinum,ProdTier18,ABC3388,312-435-3388,60003,IL8943,1007.9,100.8,1/1/2022,4/8/2022,4/11/2022
CRN-1000,Individual,Canada,Gold,ProdTier6,ABC3389,312-435-3389,80001,IL8944,512.1,51.3,1/1/2022,1/18/2022,1/22/2022
CRN-1000,Individual,USA,Silver,ProdTier5,ABC3390,312-435-3390,60034,IL8945,1025,102.1,1/1/2022,4/6/2022,4/8/2022
CRN-1000,Individual,Canada,Platinum,ProdTier9,ABC3391,312-435-3391,80002,IL8946,516.9,51,1/1/2022,3/1/2022,3/3/2022
CRN-1000,Individual,USA,Gold,ProdTier10,ABC3392,312-435-3392,60047,IL8947,1026.3,102.4,1/1/2022,1/16/2022,1/19/2022
CRN-1000,Individual,Canada,Silver,ProdTier30,ABC3393,312-435-3393,80015,IL8948,522.8,52.4,1/1/2022,1/20/2022,1/22/2022
CRN-1000,Individual,USA,Platinum,ProdTier20,ABC3394,312-435-3394,60022,IL8949,1014.7,101.1,1/1/2022,4/19/2022,4/20/2022
CRN-1000,Individual,Canada,Gold,ProdTier27,ABC3395,312-435-3395,80030,IL8950,509.4,51.6,1/1/2022,3/6/2022,3/8/2022
CRN-1000,Individual,USA,Silver,ProdTier10,ABC3396,312-435-3396,60035,IL8951,1019,102,1/1/2022,2/4/2022,2/9/2022
CRN-1000,Individual,Canada,Platinum,StockLoan,ABC3397,312-435-3397,80035,IL8952,515.4,51.3,1/1/2022,4/2/2022,4/6/2022
CRN-1000,Individual,USA,Gold,ProdTier28,ABC3398,312-435-3398,60008,IL8953,1008.4,101,1/1/2022,4/17/2022,4/19/2022
CRN-1000,Individual,Canada,Silver,StockLoan,ABC3399,312-435-3399,80002,IL8954,514.7,52.1,1/1/2022,1/26/2022,1/28/2022
CRN-1000,Individual,USA,Platinum,ProdTier17,ABC3400,312-435-3400,60030,IL8955,1013,101.8,1/1/2022,2/18/2022,2/21/2022
CRN-1000,Individual,Canada,Gold,ProdTier30,ABC3401,312-435-3401,80012,IL8956,519.3,51.4,1/1/2022,2/13/2022,2/16/2022
CRN-1000,Individual,USA,Silver,ProdTier18,ABC3402,312-435-3402,60025,IL8957,1011.7,101.4,1/1/2022,2/12/2022,2/16/2022
CRN-1000,Individual,Canada,Platinum,ProdTier26,ABC3403,312-435-3403,80020,IL8958,514.1,51.4,1/1/2022,4/26/2022,4/27/2022
CRN-1000,Individual,USA,Gold,ProdTier29,ABC3404,312-435-3404,60020,IL8959,1008.9,101.7,1/1/2022,4/19/2022,4/24/2022
CRN-1000,Individual,Canada,Silver,ProdTier28,ABC3405,312-435-3405,80002,IL8960,507.6,50.5,1/1/2022,2/22/2022,2/26/2022
CRN-1000,Individual,USA,Platinum,BikeLoan,ABC3406,312-435-3406,60014,IL8961,1007.4,100.2,1/1/2022,1/19/2022,1/23/2022
CRN-1000,Individual,Canada,Gold,ProdTier17,ABC3407,312-435-3407,80008,IL8962,511,50.7,1/1/2022,4/6/2022,4/7/2022
CRN-1000,Individual,USA,Silver,ProdTier9,ABC3408,312-435-3408,60039,IL8963,1025.6,102.9,1/1/2022,2/6/2022,2/8/2022
CRN-1000,Individual,Canada,Platinum,ProdTier20,ABC3409,312-435-3409,80010,IL8964,519.2,52.3,1/1/2022,2/13/2022,2/16/2022
CRN-1000,Individual,USA,Gold,ProdTier4,ABC3410,312-435-3410,60031,IL8965,1020.7,101.6,1/1/2022,4/7/2022,4/10/2022
CRN-1000,Individual,Canada,Silver,ProdTier7,ABC3411,312-435-3411,80009,IL8966,509.2,50.6,1/1/2022,3/1/2022,3/4/2022
CRN-1000,Individual,USA,Platinum,ProdTier8,ABC3412,312-435-3412,60036,IL8967,1010.6,101.2,1/1/2022,3/10/2022,3/13/2022
CRN-1000,Individual,Canada,Gold,ProdTier7,ABC3413,312-435-3413,80003,IL8968,502.6,50.7,1/1/2022,2/24/2022,2/26/2022
CRN-1000,Individual,USA,Silver,StockLoan,ABC3414,312-435-3414,60023,IL8969,1010.2,101.4,1/1/2022,3/11/2022,3/16/2022
CRN-1000,Individual,Canada,Platinum,ProdTier8,ABC3415,312-435-3415,80044,IL8970,514.1,51.3,1/1/2022,3/31/2022,4/4/2022
CRN-1000,Individual,USA,Gold,ProdTier28,ABC3416,312-435-3416,60011,IL8971,1003.9,100.6,1/1/2022,5/1/2022,5/3/2022
CRN-1000,Individual,Canada,Silver,ProdTier8,ABC3417,312-435-3417,80012,IL8972,522.3,52.1,1/1/2022,4/13/2022,4/15/2022
CRN-1000,Individual,USA,Platinum,ProdTier29,ABC3418,312-435-3418,60020,IL8973,1024.3,102.7,1/1/2022,5/1/2022,5/6/2022
CRN-1000,Individual,Canada,Gold,ProdTier1,ABC3419,312-435-3419,80014,IL8974,509.8,51.7,1/1/2022,2/15/2022,2/19/2022
CRN-1000,Individual,USA,Silver,ProdTier29,ABC3420,312-435-3420,60029,IL8975,1014.7,101,1/1/2022,1/3/2022,1/8/2022
CRN-1000,Individual,Canada,Platinum,ProdTier25,ABC3421,312-435-3421,80020,IL8976,518.8,52,1/1/2022,2/7/2022,2/9/2022
CRN-1000,Individual,USA,Gold,ProdTier13,ABC3422,312-435-3422,60049,IL8977,1004.2,100.7,1/1/2022,1/8/2022,1/10/2022
CRN-1000,Individual,Canada,Silver,ProdTier29,ABC3423,312-435-3423,80038,IL8978,515.5,51.2,1/1/2022,3/12/2022,3/16/2022
CRN-1000,Individual,USA,Platinum,ProdTier15,ABC3424,312-435-3424,60007,IL8979,1015.3,101.3,1/1/2022,1/23/2022,1/27/2022
CRN-1000,Individual,Canada,Gold,ProdTier6,ABC3425,312-435-3425,80030,IL8980,520.6,51.3,1/1/2022,1/8/2022,1/13/2022
CRN-1000,Individual,USA,Silver,CreditCard,ABC3426,312-435-3426,60035,IL8981,1011.7,101.4,1/1/2022,1/3/2022,1/4/2022
CRN-1000,Individual,Canada,Platinum,ProdTier9,ABC3427,312-435-3427,80009,IL8982,513.8,50.7,1/1/2022,1/28/2022,1/29/2022
CRN-1000,Individual,USA,Gold,ProdTier16,ABC3428,312-435-3428,60029,IL8983,1015.1,101,1/1/2022,3/21/2022,3/26/2022
CRN-1000,Individual,Canada,Silver,ProdTier8,ABC3429,312-435-3429,80033,IL8984,517.3,51.2,1/1/2022,4/20/2022,4/23/2022
CRN-1000,Individual,USA,Platinum,ProdTier3,ABC3430,312-435-3430,60005,IL8985,1028,102.1,1/1/2022,1/16/2022,1/18/2022
CRN-1000,Individual,Canada,Gold,ProdTier25,ABC3431,312-435-3431,80017,IL8986,502.3,50.8,1/1/2022,2/11/2022,2/14/2022
CRN-1000,Individual,USA,Silver,ProdTier3,ABC3432,312-435-3432,60042,IL8987,1019.7,101.2,1/1/2022,3/13/2022,3/15/2022
CRN-1000,Individual,Canada,Platinum,ProdTier15,ABC3433,312-435-3433,80044,IL8988,515.7,51.9,1/1/2022,5/1/2022,5/6/2022
CRN-1000,Individual,USA,Gold,ProdTier20,ABC3434,312-435-3434,60026,IL8989,1022.6,102.2,1/1/2022,3/26/2022,3/31/2022
CRN-1000,Individual,Canada,Silver,ProdTier10,ABC3435,312-435-3435,80042,IL8990,514.1,51,1/1/2022,4/6/2022,4/11/2022
CRN-1000,Individual,USA,Platinum,ProdTier1,ABC3436,312-435-3436,60019,IL8991,1018.5,102.5,1/1/2022,1/21/2022,1/23/2022
CRN-1000,Individual,Canada,Gold,ProdTier6,ABC3437,312-435-3437,80038,IL8992,513.8,51.1,1/1/2022,3/6/2022,3/11/2022
CRN-1000,Individual,USA,Silver,CreditCard,ABC3438,312-435-3438,60018,IL8993,1016.7,101.8,1/1/2022,2/4/2022,2/9/2022
CRN-1000,Individual,Canada,Platinum,ProdTier7,ABC3439,312-435-3439,80041,IL8994,504.1,50.7,1/1/2022,2/12/2022,2/17/2022
CRN-1000,Individual,USA,Gold,ProdTier24,ABC3440,312-435-3440,60047,IL8995,1011.2,100.6,1/1/2022,2/16/2022,2/21/2022
CRN-1000,Individual,Canada,Silver,ProdTier24,ABC3441,312-435-3441,80028,IL8996,513.5,51.5,1/1/2022,3/1/2022,3/4/2022
CRN-1000,Individual,USA,Platinum,ProdTier10,ABC3442,312-435-3442,60026,IL8997,1016.5,101.7,1/1/2022,3/30/2022,3/31/2022
CRN-1000,Individual,Canada,Gold,CreditCard,ABC3443,312-435-3443,80007,IL8998,522.2,52,1/1/2022,3/27/2022,3/31/2022
CRN-1000,Individual,USA,Silver,ProdTier18,ABC3444,312-435-3444,60050,IL8999,1018,102.3,1/1/2022,2/27/2022,3/1/2022
CRN-1000,Individual,Canada,Platinum,ProdTier13,ABC3445,312-435-3445,80023,IL9000,506,50.8,1/1/2022,1/3/2022,1/8/2022
CRN-1000,Individual,USA,Gold,ProdTier1,ABC3446,312-435-3446,60024,IL9001,1009.9,101,1/1/2022,2/5/2022,2/6/2022
CRN-1000,Individual,Canada,Silver,ProdTier7,ABC3447,312-435-3447,80032,IL9002,514.2,50.8,1/1/2022,2/10/2022,2/11/2022
CRN-1000,Individual,USA,Platinum,ProdTier8,ABC3448,312-435-3448,60044,IL9003,1012,101.3,1/1/2022,3/27/2022,3/29/2022
CRN-1000,Individual,Canada,Gold,ProdTier6,ABC3449,312-435-3449,80039,IL9004,509.7,51.4,1/1/2022,4/30/2022,5/2/2022
CRN-1000,Individual,USA,Silver,StockLoan,ABC3450,312-435-3450,60008,IL9005,1009.1,100.9,1/1/2022,4/22/2022,4/24/2022
CRN-1000,Individual,Canada,Platinum,IRALoan,ABC3451,312-435-3451,80036,IL9006,515.3,51.5,1/1/2022,1/4/2022,1/7/2022
CRN-1000,Individual,USA,Gold,CreditCard,ABC3452,312-435-3452,60020,IL9007,1026.7,102.5,1/1/2022,3/12/2022,3/15/2022
CRN-1000,Individual,Canada,Silver,ProdTier8,ABC3453,312-435-3453,80036,IL9008,502.3,50.3,1/1/2022,3/8/2022,3/12/2022
CRN-1000,Individual,USA,Platinum,ProdTier18,ABC3454,312-435-3454,60020,IL9009,1006.4,100.5,1/1/2022,4/17/2022,4/22/2022
CRN-1000,Individual,Canada,Gold,ProdTier8,ABC3455,312-435-3455,80026,IL9010,516.1,51.7,1/1/2022,1/25/2022,1/30/2022
CRN-1000,Individual,USA,Silver,ProdTier1,ABC3456,312-435-3456,60037,IL9011,1019.3,102.5,1/1/2022,4/7/2022,4/8/2022
CRN-1000,Individual,Canada,Platinum,ProdTier9,ABC3457,312-435-3457,80039,IL9012,511.4,51.5,1/1/2022,3/1/2022,3/5/2022
CRN-1000,Individual,USA,Gold,ProdTier7,ABC3458,312-435-3458,60016,IL9013,1020.3,101.7,1/1/2022,1/9/2022,1/10/2022
CRN-1000,Individual,Canada,Silver,ProdTier15,ABC3459,312-435-3459,80042,IL9014,521.7,52.4,1/1/2022,3/11/2022,3/12/2022
CRN-1000,Individual,USA,Platinum,ProdTier30,ABC3460,312-435-3460,60007,IL9015,1009.9,101,1/1/2022,4/29/2022,5/4/2022
CRN-1000,Individual,Canada,Gold,HomeLoan,ABC3461,312-435-3461,80007,IL9016,511.8,50.6,1/1/2022,3/20/2022,3/24/2022
CRN-1000,Individual,USA,Silver,ProdTier9,ABC3462,312-435-3462,60032,IL9017,1027.6,102.2,1/1/2022,2/6/2022,2/8/2022
CRN-1000,Individual,Canada,Platinum,ProdTier7,ABC3463,312-435-3463,80002,IL9018,510.9,51.3,1/1/2022,2/20/2022,2/21/2022
CRN-1000,Individual,USA,Gold,StockLoan,ABC3464,312-435-3464,60025,IL9019,1017.2,101.8,1/1/2022,3/15/2022,3/19/2022
CRN-1000,Individual,Canada,Silver,ProdTier18,ABC3465,312-435-3465,80001,IL9020,509.2,50.9,1/1/2022,4/1/2022,4/4/2022
CRN-1000,Individual,USA,Platinum,HomeLoan,ABC3466,312-435-3466,60038,IL9021,1011.8,101.2,1/1/2022,2/16/2022,2/20/2022
CRN-1000,Individual,Canada,Gold,BikeLoan,ABC3467,312-435-3467,80021,IL9022,510.5,51.9,1/1/2022,2/8/2022,2/11/2022
CRN-1000,Individual,USA,Silver,ProdTier29,ABC3468,312-435-3468,60007,IL9023,1019.8,101.8,1/1/2022,2/9/2022,2/10/2022
CRN-1000,Individual,Canada,Platinum,ProdTier2,ABC3469,312-435-3469,80037,IL9024,512.1,51,1/1/2022,3/25/2022,3/27/2022
CRN-1000,Individual,USA,Gold,ProdTier17,ABC3470,312-435-3470,60049,IL9025,1024.8,102.2,1/1/2022,3/7/2022,3/10/2022
CRN-1000,Individual,Canada,Silver,StockLoan,ABC3471,312-435-3471,80016,IL9026,516.2,51.1,1/1/2022,2/21/2022,2/22/2022
CRN-1000,Individual,USA,Platinum,CreditCard,ABC3472,312-435-3472,60025,IL9027,1023.9,101.7,1/1/2022,2/16/2022,2/19/2022
CRN-1000,Individual,Canada,Gold,ProdTier6,ABC3473,312-435-3473,80032,IL9028,509.9,50.6,1/1/2022,3/9/2022,3/12/2022
CRN-1000,Individual,USA,Silver,ProdTier9,ABC3474,312-435-3474,60044,IL9029,1007.5,100.6,1/1/2022,4/13/2022,4/17/2022
CRN-1000,Individual,Canada,Platinum,ProdTier26,ABC3475,312-435-3475,80039,IL9030,521.7,52.3,1/1/2022,2/2/2022,2/4/2022
CRN-1000,Individual,USA,Gold,ProdTier7,ABC3476,312-435-3476,60039,IL9031,1002.3,100.7,1/1/2022,4/24/2022,4/25/2022
CRN-1000,Individual,Canada,Silver,IRALoan,ABC3477,312-435-3477,80041,IL9032,515,51.9,1/1/2022,4/11/2022,4/12/2022
CRN-1000,Individual,USA,Platinum,HomeLoan,ABC3478,312-435-3478,60004,IL9033,1011.6,101.6,1/1/2022,3/1/2022,3/6/2022
CRN-1000,Individual,Canada,Gold,ProdTier8,ABC3479,312-435-3479,80015,IL9034,521.5,51.4,1/1/2022,4/30/2022,5/1/2022
CRN-1000,Individual,USA,Silver,ProdTier3,ABC3480,312-435-3480,60015,IL9035,1017.8,102.1,1/1/2022,2/19/2022,2/20/2022
CRN-1000,Individual,Canada,Platinum,BoatLoan,ABC3481,312-435-3481,80006,IL9036,514.4,52,1/1/2022,4/4/2022,4/9/2022
CRN-1000,Individual,USA,Gold,ProdTier2,ABC3482,312-435-3482,60040,IL9037,1020.7,101.9,1/1/2022,2/28/2022,3/4/2022
CRN-1000,Individual,Canada,Silver,ProdTier25,ABC3483,312-435-3483,80019,IL9038,514.7,51,1/1/2022,2/21/2022,2/26/2022
CRN-1000,Individual,USA,Platinum,ProdTier20,ABC3484,312-435-3484,60009,IL9039,1009.9,101,1/1/2022,4/30/2022,5/1/2022
CRN-1000,Individual,Canada,Gold,ProdTier17,ABC3485,312-435-3485,80009,IL9040,519.4,51.5,1/1/2022,3/15/2022,3/19/2022
CRN-1000,Individual,USA,Silver,ProdTier20,ABC3486,312-435-3486,60003,IL9041,1015.5,101.7,1/1/2022,2/10/2022,2/12/2022
CRN-1000,Individual,Canada,Platinum,ProdTier27,ABC3487,312-435-3487,80036,IL9042,505.9,50.6,1/1/2022,2/24/2022,2/26/2022
CRN-1000,Individual,USA,Gold,ProdTier8,ABC3488,312-435-3488,60002,IL9043,1020.3,101.2,1/1/2022,4/3/2022,4/7/2022
CRN-1000,Individual,Canada,Silver,ProdTier25,ABC3489,312-435-3489,80010,IL9044,507.9,51.6,1/1/2022,4/13/2022,4/14/2022
CRN-1000,Individual,USA,Platinum,ProdTier10,ABC3490,312-435-3490,60003,IL9045,1020,102.1,1/1/2022,2/27/2022,3/1/2022
CRN-1000,Individual,Canada,Gold,ProdTier7,ABC3491,312-435-3491,80017,IL9046,508.5,51,1/1/2022,4/18/2022,4/21/2022
CRN-1000,Individual,USA,Silver,ProdTier16,ABC3492,312-435-3492,60016,IL9047,1018.8,101.2,1/1/2022,3/15/2022,3/20/2022
CRN-1000,Individual,Canada,Platinum,ProdTier10,ABC3493,312-435-3493,80044,IL9048,507.6,51.6,1/1/2022,2/9/2022,2/11/2022
CRN-1000,Individual,USA,Gold,BikeLoan,ABC3494,312-435-3494,60031,IL9049,1018,101.8,1/1/2022,3/16/2022,3/19/2022
CRN-1000,Individual,Canada,Silver,ProdTier13,ABC3495,312-435-3495,80021,IL9050,517.5,51.3,1/1/2022,3/28/2022,3/30/2022
CRN-1000,Individual,USA,Platinum,HomeLoan,ABC3496,312-435-3496,60036,IL9051,1015.4,102.2,1/1/2022,3/30/2022,4/4/2022
CRN-1000,Individual,Canada,Gold,ProdTier4,ABC3497,312-435-3497,80032,IL9052,516.3,51.8,1/1/2022,2/6/2022,2/7/2022
CRN-1000,Individual,USA,Silver,IRALoan,ABC3498,312-435-3498,60009,IL9053,1015.4,101.3,1/1/2022,3/24/2022,3/25/2022
CRN-1000,Individual,Canada,Platinum,ProdTier3,ABC3499,312-435-3499,80028,IL9054,507.2,51,1/1/2022,3/26/2022,3/28/2022
CRN-1000,Individual,USA,Gold,ProdTier26,ABC3500,312-435-3500,60050,IL9055,1016.9,101.6,1/1/2022,4/14/2022,4/18/2022
CRN-1000,Individual,Canada,Silver,ProdTier13,ABC3501,312-435-3501,80033,IL9056,520.3,51.4,1/1/2022,4/4/2022,4/7/2022
CRN-1000,Individual,USA,Platinum,ProdTier29,ABC3502,312-435-3502,60035,IL9057,1018,101.6,1/1/2022,1/30/2022,1/31/2022
CRN-1000,Individual,Canada,Gold,ProdTier6,ABC3503,312-435-3503,80031,IL9058,523.7,51.7,1/1/2022,2/12/2022,2/13/2022
CRN-1000,Individual,USA,Silver,ProdTier1,ABC3504,312-435-3504,60009,IL9059,1026.3,102.1,1/1/2022,3/18/2022,3/20/2022
CRN-1000,Individual,Canada,Platinum,ProdTier16,ABC3505,312-435-3505,80039,IL9060,509.6,51.7,1/1/2022,2/12/2022,2/13/2022
CRN-1000,Individual,USA,Gold,ProdTier8,ABC3506,312-435-3506,60009,IL9061,1004,100.1,1/1/2022,3/6/2022,3/8/2022
CRN-1000,Individual,Canada,Silver,CreditCard,ABC3507,312-435-3507,80040,IL9062,513.3,51.7,1/1/2022,1/23/2022,1/24/2022
CRN-1000,Individual,USA,Platinum,ProdTier25,ABC3508,312-435-3508,60047,IL9063,1021.1,101.9,1/1/2022,1/7/2022,1/11/2022
CRN-1000,Individual,Canada,Gold,ProdTier5,ABC3509,312-435-3509,80023,IL9064,509.3,51.5,1/1/2022,4/22/2022,4/25/2022
CRN-1000,Individual,USA,Silver,ProdTier17,ABC3510,312-435-3510,60035,IL9065,1013.2,101.5,1/1/2022,4/24/2022,4/26/2022
CRN-1000,Individual,Canada,Platinum,ProdTier17,ABC3511,312-435-3511,80031,IL9066,514.3,51.4,1/1/2022,1/27/2022,1/29/2022
CRN-1000,Individual,USA,Gold,ProdTier20,ABC3512,312-435-3512,60016,IL9067,1022.2,102.4,1/1/2022,3/20/2022,3/23/2022
CRN-1000,Individual,Canada,Silver,ProdTier15,ABC3513,312-435-3513,80035,IL9068,512.9,52.1,1/1/2022,3/14/2022,3/17/2022
CRN-1000,Individual,USA,Platinum,BikeLoan,ABC3514,312-435-3514,60020,IL9069,1018.7,101.2,1/1/2022,2/28/2022,3/1/2022
CRN-1000,Individual,Canada,Gold,ProdTier2,ABC3515,312-435-3515,80001,IL9070,519.4,51.6,1/1/2022,3/8/2022,3/9/2022
CRN-1000,Individual,USA,Silver,ProdTier26,ABC3516,312-435-3516,60014,IL9071,1013.9,102,1/1/2022,4/3/2022,4/6/2022
CRN-1000,Individual,Canada,Platinum,ProdTier28,ABC3517,312-435-3517,80039,IL9072,505.6,51,1/1/2022,2/8/2022,2/12/2022
CRN-1000,Individual,USA,Gold,StockLoan,ABC3518,312-435-3518,60034,IL9073,1025.2,102.3,1/1/2022,2/20/2022,2/22/2022
CRN-1000,Individual,Canada,Silver,ProdTier15,ABC3519,312-435-3519,80031,IL9074,516.5,51.7,1/1/2022,4/1/2022,4/3/2022
CRN-1000,Individual,USA,Platinum,BondLoan,ABC3520,312-435-3520,60035,IL9075,1018.3,102.2,1/1/2022,1/11/2022,1/16/2022
CRN-1000,Individual,Canada,Gold,ProdTier4,ABC3521,312-435-3521,80033,IL9076,516.5,51.4,1/1/2022,2/5/2022,2/10/2022
CRN-1000,Individual,USA,Silver,ProdTier3,ABC3522,312-435-3522,60022,IL9077,1012.7,101.5,1/1/2022,1/5/2022,1/8/2022
CRN-1000,Individual,Canada,Platinum,ProdTier3,ABC3523,312-435-3523,80028,IL9078,511.3,51.9,1/1/2022,2/4/2022,2/6/2022
CRN-1000,Individual,USA,Gold,ProdTier29,ABC3524,312-435-3524,60004,IL9079,1020,102,1/1/2022,3/1/2022,3/3/2022
CRN-1000,Individual,Canada,Silver,ProdTier5,ABC3525,312-435-3525,80015,IL9080,507.5,50.2,1/1/2022,4/21/2022,4/25/2022
CRN-1000,Individual,USA,Platinum,ProdTier26,ABC3526,312-435-3526,60019,IL9081,1025.8,102.2,1/1/2022,3/8/2022,3/11/2022
CRN-1000,Individual,Canada,Gold,ProdTier26,ABC3527,312-435-3527,80027,IL9082,516.6,52.1,1/1/2022,2/1/2022,2/2/2022
CRN-1000,Individual,USA,Silver,ProdTier4,ABC3528,312-435-3528,60005,IL9083,1015.3,102,1/1/2022,4/10/2022,4/15/2022
CRN-1000,Individual,Canada,Platinum,ProdTier28,ABC3529,312-435-3529,80012,IL9084,519.9,51.4,1/1/2022,4/29/2022,5/2/2022
CRN-1000,Individual,USA,Gold,ProdTier30,ABC3530,312-435-3530,60018,IL9085,1007.6,100.4,1/1/2022,3/5/2022,3/9/2022
CRN-1000,Individual,Canada,Silver,StockLoan,ABC3531,312-435-3531,80023,IL9086,510.4,50.6,1/1/2022,4/20/2022,4/24/2022
CRN-1000,Individual,USA,Platinum,ProdTier9,ABC3532,312-435-3532,60026,IL9087,1012.5,102.1,1/1/2022,3/14/2022,3/19/2022
CRN-1000,Individual,Canada,Gold,ProdTier17,ABC3533,312-435-3533,80008,IL9088,508.1,50.7,1/1/2022,4/6/2022,4/8/2022
CRN-1000,Individual,USA,Silver,ProdTier6,ABC3534,312-435-3534,60006,IL9089,1008,100.8,1/1/2022,3/21/2022,3/24/2022
CRN-1000,Individual,Canada,Platinum,BikeLoan,ABC3535,312-435-3535,80008,IL9090,512.4,52.1,1/1/2022,1/2/2022,1/3/2022
CRN-1000,Individual,USA,Gold,ProdTier5,ABC3536,312-435-3536,60018,IL9091,1027.3,102.2,1/1/2022,2/9/2022,2/14/2022
CRN-1000,Individual,Canada,Silver,ProdTier9,ABC3537,312-435-3537,80025,IL9092,520.5,51.8,1/1/2022,3/25/2022,3/30/2022
CRN-1000,Individual,USA,Platinum,CreditCard,ABC3538,312-435-3538,60034,IL9093,1010.9,101.1,1/1/2022,2/7/2022,2/12/2022
CRN-1000,Individual,Canada,Gold,IRALoan,ABC3539,312-435-3539,80039,IL9094,515,51.1,1/1/2022,3/7/2022,3/12/2022
CRN-1000,Individual,USA,Silver,ProdTier13,ABC3540,312-435-3540,60042,IL9095,1015.5,101.3,1/1/2022,1/11/2022,1/14/2022
CRN-1000,Individual,Canada,Platinum,ProdTier20,ABC3541,312-435-3541,80025,IL9096,504.6,50.5,1/1/2022,4/4/2022,4/7/2022
CRN-1000,Individual,USA,Gold,ProdTier27,ABC3542,312-435-3542,60040,IL9097,1017,101.7,1/1/2022,4/5/2022,4/7/2022
CRN-1000,Individual,Canada,Silver,ProdTier5,ABC3543,312-435-3543,80004,IL9098,509.3,51.9,1/1/2022,3/20/2022,3/24/2022
CRN-1000,Individual,USA,Platinum,ProdTier7,ABC3544,312-435-3544,60017,IL9099,1008.8,100.9,1/1/2022,2/2/2022,2/4/2022
CRN-1000,Individual,Canada,Gold,HomeLoan,ABC3545,312-435-3545,80042,IL9100,511.3,52,1/1/2022,1/10/2022,1/14/2022
CRN-1000,Individual,USA,Silver,CreditCard,ABC3546,312-435-3546,60007,IL9101,1002.5,100.9,1/1/2022,1/10/2022,1/14/2022
CRN-1000,Individual,Canada,Platinum,ProdTier28,ABC3547,312-435-3547,80003,IL9102,507.2,51.2,1/1/2022,4/28/2022,5/1/2022
CRN-1000,Individual,USA,Gold,BondLoan,ABC3548,312-435-3548,60046,IL9103,1012.3,101.1,1/1/2022,1/19/2022,1/22/2022
CRN-1000,Individual,Canada,Silver,ProdTier6,ABC3549,312-435-3549,80037,IL9104,511.1,51.5,1/1/2022,4/2/2022,4/6/2022
CRN-1000,Individual,USA,Platinum,ProdTier4,ABC3550,312-435-3550,60050,IL9105,1005.6,100.5,1/1/2022,4/3/2022,4/4/2022
CRN-1000,Individual,Canada,Gold,IRALoan,ABC3551,312-435-3551,80018,IL9106,511.7,51.1,1/1/2022,3/6/2022,3/11/2022
CRN-1000,Individual,USA,Silver,ProdTier28,ABC3552,312-435-3552,60033,IL9107,1018.9,101.9,1/1/2022,3/28/2022,3/31/2022
CRN-1000,Individual,Canada,Platinum,ProdTier4,ABC3553,312-435-3553,80007,IL9108,515.9,50.7,1/1/2022,4/25/2022,4/27/2022
CRN-1000,Individual,USA,Gold,ProdTier30,ABC3554,312-435-3554,60037,IL9109,1016.3,101.6,1/1/2022,2/16/2022,2/17/2022
CRN-1000,Individual,Canada,Silver,ProdTier1,ABC3555,312-435-3555,80013,IL9110,521,52.1,1/1/2022,2/20/2022,2/23/2022
CRN-1000,Individual,USA,Platinum,ProdTier9,ABC3556,312-435-3556,60003,IL9111,1007.5,101,1/1/2022,1/3/2022,1/7/2022
CRN-1000,Individual,Canada,Gold,ProdTier9,ABC3557,312-435-3557,80034,IL9112,511.5,50.8,1/1/2022,2/13/2022,2/16/2022
CRN-1000,Individual,USA,Silver,ProdTier27,ABC3558,312-435-3558,60043,IL9113,1011.6,101.5,1/1/2022,3/19/2022,3/23/2022
CRN-1000,Individual,Canada,Platinum,BikeLoan,ABC3559,312-435-3559,80045,IL9114,514.9,51.6,1/1/2022,3/20/2022,3/25/2022
CRN-1000,Individual,USA,Gold,ProdTier9,ABC3560,312-435-3560,60009,IL9115,1014.1,101.1,1/1/2022,3/6/2022,3/8/2022
CRN-1000,Individual,Canada,Silver,HomeLoan,ABC3561,312-435-3561,80007,IL9116,521.1,52.3,1/1/2022,2/1/2022,2/3/2022
